  CrystFEL reflection list version 2.0                                
  Symmetry: mmm                                                       
   h    k    l          I    phase   sigma(I)   nmeas                 
   3   41   12     186.48        -      16.79     581
   3   41   13     198.56        -      20.42     539
   3   41   14      25.36        -      12.38     552
   3   41   15     302.36        -      24.62     466
   3   41   16      19.99        -      12.64     510
   3   41   17      38.46        -      11.65     509
   3   41   18      60.61        -      11.99     536
   3   41   19      70.11        -      12.18     480
   3   41   20     554.21        -      41.57     480
   3   41   21     153.10        -      16.39     463
   3   41   22      54.28        -      10.28     453
   3   41   23      12.73        -       9.05     429
   3   41   24     166.06        -      17.51     398
   3   41   25       7.98        -       8.49     404
   3   41   26     160.18        -      18.15     403
   3   41   27      40.13        -       9.46     372
   3   41   28       3.55        -       6.70     358
   3   41   29       8.22        -       7.39     307
   3   41   30      32.39        -       8.99     252
   3   41   31      -1.99        -       6.68     211
   3   41   32      21.56        -       7.38     175
   3   41   33      24.34        -       8.86     121
   3   41   34      -3.13        -       7.70     118
   3   41   35      26.89        -      10.71     111
   3   41   36       0.63        -       7.14      85
   3   41   37       1.09        -       6.48      61
   3   41   38      24.51        -       9.28      54
   3   41   39      -4.06        -      13.14      26
   3   41   40      -5.60        -       8.20      35
   3   41   41       1.43        -       7.46      20
   3   41   42       6.80        -       7.36      16
   3   41   43      -2.38        -       4.42      10
   3   41   44     -14.03        -       1.31       2
   3   42    0      71.27        -      20.20     277
   3   42    1      74.15        -      14.95     550
   3   42    2      56.17        -      14.77     550
   3   42    3     506.56        -      33.44     547
   3   42    4     123.61        -      15.51     558
   3   42    5      30.79        -      14.94     539
   3   42    6     489.27        -      32.86     582
   3   42    7      58.61        -      13.14     572
   3   42    8      62.80        -      14.32     531
   3   42    9      60.43        -      13.31     574
   3   42   10     597.41        -      40.85     544
   3   42   11     237.23        -      19.91     518
   3   42   12     120.34        -      15.54     535
   3   42   13     106.11        -      13.40     584
   3   42   14     113.48        -      12.34     552
   3   42   15     166.38        -      16.24     499
   3   42   16     127.52        -      16.81     445
   3   42   17      37.80        -      11.42     491
   3   42   18      34.44        -      10.90     445
   3   42   19      49.80        -       9.84     500
   3   42   20      34.64        -      10.97     447
   3   42   21     105.51        -      13.67     430
   3   42   22      24.01        -       8.42     440
   3   42   23      42.47        -       8.65     427
   3   42   24      83.58        -      11.77     437
   3   42   25      16.40        -       6.97     402
   3   42   26      20.89        -       7.56     370
   3   42   27      44.89        -       8.44     333
   3   42   28      15.36        -       7.21     310
   3   42   29       1.17        -       7.24     223
   3   42   30      21.81        -       8.03     199
   3   42   31      84.66        -      16.72     157
   3   42   32       8.63        -       6.97     140
   3   42   33       2.92        -       6.91     113
   3   42   34       6.08        -       6.92      98
   3   42   35       5.08        -       8.20      67
   3   42   36      29.06        -       7.45      53
   3   42   37     -10.76        -       5.78      54
   3   42   38       9.73        -       7.89      36
   3   42   39       0.35        -       6.84      31
   3   42   40      -3.33        -       5.10      26
   3   42   41       4.76        -       6.04      11
   3   42   42      -3.52        -       4.01       8
   3   42   43       0.06        -       2.46       7
   3   43    0     530.14        -      50.18     271
   3   43    1      -7.59        -      12.29     582
   3   43    2     102.59        -      14.89     575
   3   43    3     294.93        -      23.97     577
   3   43    4     169.08        -      18.47     527
   3   43    5       4.92        -      12.79     510
   3   43    6      94.29        -      13.17     556
   3   43    7      57.52        -      12.77     523
   3   43    8     632.29        -      40.33     534
   3   43    9      39.67        -      12.12     515
   3   43   10     492.40        -      36.53     532
   3   43   11      62.74        -      13.78     522
   3   43   12      37.96        -      10.20     543
   3   43   13      11.98        -      10.04     549
   3   43   14     350.94        -      28.60     510
   3   43   15      16.69        -       9.62     499
   3   43   16      17.92        -      10.07     443
   3   43   17      27.10        -      10.66     454
   3   43   18      26.57        -       9.44     447
   3   43   19      10.47        -       8.77     427
   3   43   20      15.20        -       8.36     481
   3   43   21      17.43        -       7.86     463
   3   43   22      25.95        -       8.30     416
   3   43   23      12.84        -       8.08     380
   3   43   24     103.64        -      13.33     397
   3   43   25       4.75        -       7.36     315
   3   43   26       2.25        -       7.05     300
   3   43   27      15.45        -       7.87     272
   3   43   28      60.43        -      10.52     233
   3   43   29      -2.69        -       7.38     156
   3   43   30      21.45        -       9.55     145
   3   43   31       7.74        -       8.23     111
   3   43   32      14.67        -       7.53      93
   3   43   33      23.19        -       9.46      87
   3   43   34      -4.54        -       6.80      70
